vineyard_id,name,owner,appelation,country,region
359,Bruno Paillard,Roger Voss,Assemblage Brut,France,Champagne
360,St. Supéry,Virginie Boone,Rutherford Estate Vineyard,US,Rutherford
361,Viña Cobos,Michael Schachner,Bramare Marchiori Vineyard,Argentina,Perdriel
362,Barnard Griffin,Sean P. Sullivan,Signature,US,Columbia Valley (WA)
363,Beacon Hill,Paul Gregutt,Chehalem Mountain Vineyard,US,Chehalem Mountains
364,Bernard Magrez,Roger Voss,La Sérénité des Grands Chênes,France,Médoc
365,Brian Carter Cellars,Sean P. Sullivan,Tuttorosso,US,Yakima Valley
366,Château Corbin,Roger Voss,Divin de Corbin,France,Saint-Émilion
367,Deerfield Ranch,Virginie Boone,Tawny Estate,US,Sonoma Valley
368,Domaine Franck Besson,Roger Voss,Le Griottier,France,Juliénas
369,Efeste,Sean P. Sullivan,Upright Klipsun Vineyard,US,Red Mountain
370,Efeste,Sean P. Sullivan,Lola Evergreen Vineyard,US,Ancient Lakes
371,Iron Hub,Jim Gordon,Small Lot,US,Sierra Foothills
372,Kooyong,Joe Czerwinski,Farrago,Australia,Mornington Peninsula
373,Moncaro,Kerin O’Keefe,Le Vele,Italy,Verdicchio dei Caste
374,Finca Constancia,Michael Schachner,Parcela 23,Spain,Vino de la Tierra de
375,Donkey & Goat,Jim Gordon,Perli Vineyards,US,Mendocino Ridge
376,Torbreck,Joe Czerwinski,Cuvee Juveniles,Australia,Barossa Valley
377,Finn Hill,Sean P. Sullivan,Soleil,US,Wahluke Slope
378,Keuka Spring,Anna Lee C. Iijima,Pre-Emption Vineyard,US,Finger Lakes
379,Les Vins Aujoux,Roger Voss,Belle Grâce,France,Beaujolais-Villages
380,Navardia,Michael Schachner,Made With Organic Grapes,Spain,Rioja
381,Pata Negra,Michael Schachner,Brut,Spain,Cava
382,Tenuta San Giorgio,Kerin O’Keefe,Ciampoleto,Italy,Rosso di Montalcino
383,Clos Troteligotte,Roger Voss,K-libre,France,Côtes du Lot
384,Domaine du Haut-Poncié,Roger Voss,Roche Grès,France,Moulin-à-Vent
385,Domaine du Vissoux,Roger Voss,Coeur de Vendanges,France,Beaujolais
386,Georges Duboeuf,Roger Voss,Flower Label,France,Beaujolais
387,Juvé y Camps,Michael Schachner,Cinta Púrpura Brut Reserva,Spain,Cava
388,Juvé y Camps,Michael Schachner,Sweet Reserva,Spain,Cava
389,Kontos,Paul Gregutt,Les Collines Vineyard,US,Walla Walla Valley (
390,Lamoreaux Landing,Anna Lee C. Iijima,Yellow Dog Vineyard,US,Finger Lakes
391,Maryhill,Paul Gregutt,Proprietor's Reserve,US,Columbia Valley (WA)
392,Cottanera,Kerin O’Keefe,Bianco,Italy,Etna
393,CVA Canicattì,Kerin O’Keefe,Aquilae Bio,Italy,Terre Siciliane
394,Domaine Barmès-Buecher,Anne Krebiehl MW,Rosenberg,France,Alsace
395,Domaine Bott-Geyl,Anne Krebiehl MW,Galets Oligocène,France,Alsace
396,Domaine Collotte,Roger Voss,Clos de Jeu,France,Marsannay
397,Domaine Jacques Prieur,Roger Voss,Grèves Premier Cru,France,Beaune
398,Domaine René Bouvier,Roger Voss,Champ Salomon,France,Marsannay
399,Domaine Roland Schmitt,Anne Krebiehl MW,Grand A du Petit Léon,France,Alsace
400,Edna Valley Vineyard,Matt Kettmann,Reserve,US,Edna Valley
401,Fattoria La Rivolta,Kerin O’Keefe,Taburno,Italy,Sannio
402,Gershon Bachus,Matt Kettmann,Erato De Portola Trail Vineyard,US,Temecula Valley
403,Graci,Kerin O’Keefe,Rosso,Italy,Etna
404,West of Temperance,Matt Kettmann,Rio Vista Vineyard,US,Sta. Rita Hills
405,Baglio del Cristo di Campobello,Kerin O’Keefe,Laluci,Italy,Sicilia
406,Beresford,Joe Czerwinski,Handpicked Grenache,Australia,McLaren Vale
407,Carabella,Paul Gregutt,Estate,US,Chehalem Mountains
408,Casa Dumetz,Matt Kettmann,Larner,US,Ballard Canyon
409,Greenwood Ridge,Jim Gordon,Estate Bottled,US,Mendocino Ridge
410,Vall Llach,Michael Schachner,Idus,Spain,Priorat
411,Fuentes,Michael Schachner,Coraje,Spain,Priorat
412,Loup Blanc,Lauren Buzzeo,La Mère Grand,France,Minervois
413,Owen Roe,Paul Gregutt,Slide Mountain Vineyard,US,Yakima Valley
414,Bergevin Lane,Paul Gregutt,Stone Tree Vineyard Intuition Reser,US,Columbia Valley (WA)
415,Hungerford Hill,Joe Czerwinski,Heavy Metal,Australia,South Eastern Austra
416,Leonesse Cellars,Virginie Boone,Signature Selection,US,Temecula Valley
417,Market Vineyards,Paul Gregutt,Dividend,US,Columbia Valley (WA)
418,Morlanda,Michael Schachner,Criança,Spain,Priorat
419,Becker,Alexander Peartree,Reserve Bingham Vineyard,US,Texas High Plains
420,Boffa,Kerin O’Keefe,Pajè,Italy,Barbaresco
421,Brennan,Alexander Peartree,Super Nero,US,Texas
422,Brennan,Alexander Peartree,Reddy Vineyard,US,Texas High Plains
423,Antucura,Michael Schachner,Grand Vin,Argentina,Vista Flores
424,Frédéric Brouca,Lauren Buzzeo,Samsó Seulle,France,Vin de France
425,Fullerton,Paul Gregutt,Three Otters Pinot Noir,US,Willamette Valley
426,Graffigna,Michael Schachner,Grand Reserve,Argentina,San Juan
427,Coelho,Paul Gregutt,Atração,US,Willamette Valley
428,Coelho,Paul Gregutt,Renovação Estate Vineyards,US,Willamette Valley
429,Deltetto,Kerin O’Keefe,Bussia,Italy,Barolo
430,Diego Conterno,Kerin O’Keefe,Ginestra,Italy,Barolo
431,Domaine Bousquet,Michael Schachner,Reserve,Argentina,Tupungato
432,Evans & Tate,Joe Czerwinski,Breathing Space,Australia,Australia
433,Finca Sophenia,Michael Schachner,Altosur,Argentina,Tupungato
434,Terre Rouge,Jim Gordon,Vin Doux Naturel,US,Shenandoah Valley (C
435,Antonio Mas,Michael Schachner,Roll Fermentor,Argentina,Tupungato
436,Bella Grace,Jim Gordon,Estate,US,Amador County
437,Bodega Calle,Michael Schachner,Alberti 154,Argentina,Mendoza
438,Château les Petits Arnauds,Roger Voss,Tradition,France,Blaye Côtes de Borde
439,Château Saintongey,Roger Voss,Vieilles Vignes,France,Bordeaux
440,Château Ségonzac,Roger Voss,Vieilles Vignes,France,Blaye Côtes de Borde
441,Chehalem,Paul Gregutt,Ian's Reserve,US,Willamette Valley
442,Chehalem,Paul Gregutt,Stoller Vineyards,US,Dundee Hills
443,Covila,Michael Schachner,II Crianza,Spain,Rioja
444,Cuda Ridge Wines,Jim Gordon,Melange d'Amis Reserve,US,Livermore Valley
445,Duménil,Roger Voss,Grande Réserve Premier Cru Brut,France,Champagne
446,Ego Bodegas,Michael Schachner,Goru Verde,Spain,Jumilla
447,Finca del Marquesado,Michael Schachner,Crianza,Spain,Rioja
448,Folin Cellars,Paul Gregutt,Estate,US,Rogue Valley
449,Francis Coppola,Virginie Boone,Director's,US,Sonoma County
450,Frank Family,Virginie Boone,Reserve Winston Hill Vineyard,US,Rutherford
451,Yorkville Cellars,Jim Gordon,Rennie Vineyard Organic Grapes,US,Yorkville Highlands
452,Agustí Torelló Mata,Michael Schachner,XIC,Spain,Penedès
453,Amalie Robert,Paul Gregutt,i,US,Willamette Valley
454,Archgate Cellars,Jim Gordon,Reserve Bottling,US,Lodi
455,Bersano,Kerin O’Keefe,Nirvasco,Italy,Barolo
456,Cantine di Marzo,Kerin O’Keefe,Anni Venti Metodo Classico,Italy,Greco di Tufo
457,Carica,Virginie Boone,Ritchie Vineyard,US,Russian River Valley
458,Ignacio Marín,Michael Schachner,Wine Wings Garnacha,Spain,Cariñena
459,Jacquart,Roger Voss,Brut Mosaïque,France,Champagne
460,Vranken,Roger Voss,Demoiselle Tête de Cuvée Brut,France,Champagne
461,Pommery,Roger Voss,Pop Rosé Extra Dry,France,Champagne
462,Covington,Paul Gregutt,Rough House Red,US,Walla Walla Valley (
463,Château Lamothe-Vincent,Roger Voss,Sauvignon,France,Bordeaux Blanc
464,Yvon Mau,Roger Voss,Premius Bordeaux Sauvignon,France,Bordeaux Blanc
465,Pascual Toso,Michael Schachner,Reserve Las Barrancas Vineyards,Argentina,Mendoza
466,Domaine de Mirail,Roger Voss,Les Mirlandes,France,Vin de Pays des Côte
467,Domaine des Terrisses,Roger Voss,Grande Tradition,France,Gaillac
468,Fournier Père et Fils,Roger Voss,Les Belles Vignes,France,Sancerre
469,Yalumba,Joe Czerwinski,Patchwork,Australia,Barossa
470,Benton-Lane,Paul Gregutt,First Class,US,Willamette Valley
471,Château Puy-Servain,Roger Voss,Vieilles Vignes,France,Montravel
472,Château Puy-Servain,Roger Voss,Marjolaine,France,Montravel
473,Fournier Père et Fils,Roger Voss,Les Caillottes,France,Pouilly-Fumé
474,The Four Graces,Paul Gregutt,Black Family Estate,US,Dundee Hills
475,Antichi Vinai 1877,Kerin O’Keefe,Pietralava,Italy,Etna
476,Baglio di Pianetto,Kerin O’Keefe,Cembali,Italy,Sicilia
477,Brecon Estate,Matt Kettmann,Forty Two,US,Paso Robles
478,Callaway,Matt Kettmann,Profonde Winemaker's Reserve,US,Temecula Valley
479,Casa di Grazia,Kerin O’Keefe,Gradiva Collectio,Italy,Sicilia
480,Casa di Grazia,Kerin O’Keefe,Zahara,Italy,Sicilia
481,Ruhlmann,Roger Voss,Vieilles Vignes,France,Alsace
482,Spring Mountain Vineyard,Virginie Boone,Elivette,US,Napa Valley
483,Terrazas de Los Andes,Michael Schachner,Reserva,Argentina,Mendoza
484,Cusumano,Kerin O’Keefe,Cubia Tenuta Ficuzza,Italy,Sicilia
485,Domaine Barmès-Buecher,Roger Voss,Pfleck,France,Alsace
486,Dragonette,Matt Kettmann,Vogelzang,US,Happy Canyon of Sant
487,Folin Cellars,Paul Gregutt,Estate,US,Rogue Valley
488,Grgich Hills,Virginie Boone,Miljenko's Selection,US,Carneros
489,Linaje Garsea,Michael Schachner,Crianza,Spain,Ribera del Duero
490,Vieil Armand,Roger Voss,Clos de la Tourelle Château Ollwill,France,Alsace
491,Viticultori Associati Canicatti,Kerin O’Keefe,Aquilae,Italy,Terre Siciliane
492,Vivera,Kerin O’Keefe,Salisire Bianco,Italy,Etna
493,WildAire,Sean P. Sullivan,Spofford Station,US,Walla Walla Valley (
494,Sur de los Andes,Michael Schachner,Clásico,Argentina,Mendoza
495,Rentas de Fincas,Michael Schachner,Crianza,Spain,Rioja
496,Marqués de Vizhoja,Michael Schachner,Señor da Folla Verde,Spain,Rías Baixas
497,Finca La Emperatriz,Michael Schachner,Reserva,Spain,Rioja
498,Clos Teddi,Roger Voss,Rosé,France,Patrimonio
499,Scott Harvey,Jim Gordon,Old Vine Reserve,US,Amador County
500,Trisaetum,Paul Gregutt,Family Reserve MMXIV,US,Willamette Valley
501,Bergström,Paul Gregutt,Bergström Vineyard,US,Dundee Hills
502,Bergström,Paul Gregutt,Shea Vineyard,US,Willamette Valley
503,Mauro Veglio,Kerin O’Keefe,Castelletto,Italy,Barolo
504,Schild Estate,Joe Czerwinski,Moorooroo,Australia,Barossa Valley
505,Shafer,Virginie Boone,Red Shoulder Ranch,US,Carneros
506,Alphonse Mellot,Roger Voss,En Grands Champs,France,Sancerre
507,Ascheri,Kerin O’Keefe,Ascheri,Italy,Barolo
508,Bergström,Paul Gregutt,Old Stones,US,Willamette Valley
509,Big Table Farm,Paul Gregutt,Elusive Queen,US,Willamette Valley
510,Trisaetum,Paul Gregutt,Ribbon Ridge Estate,US,Ribbon Ridge
511,Trisaetum,Paul Gregutt,Wichmann Dundee Estate,US,Dundee Hills
512,Horsepower,Sean P. Sullivan,The Tribe Vineyard,US,Walla Walla Valley (
513,Château de Parnay,Roger Voss,La Coulée du Méridien,France,Saumur-Champigny
514,Tres Sabores,Virginie Boone,Perspective Estate,US,Rutherford
515,Trisaetum,Paul Gregutt,Coast Range Dry,US,Willamette Valley
516,Williams Selyem,Virginie Boone,Terra De Promissio Vineyard,US,Sonoma Coast
517,Cayuse,Sean P. Sullivan,Cailloux Vineyard,US,Walla Walla Valley (
518,Cobb,Virginie Boone,Emmaline Ann Vineyard,US,Sonoma Coast
519,Dion,Paul Gregutt,Old Vines,US,Chehalem Mountains
520,Domaine Bernard Fleuriet et Fils,Roger Voss,Anthocyane,France,Sancerre
521,Drouhin Oregon Roserock,Paul Gregutt,Zéphirine,US,Eola-Amity Hills
522,Stevens,Paul Gregutt,StevensSweets Late Harvest,US,Yakima Valley
523,Sextant,Matt Kettmann,Caverio,US,Paso Robles
524,Landmark,Virginie Boone,Charles Heintz Vineyard,US,Sonoma Coast
525,Michel Gassier,Joe Czerwinski,Les Piliers,France,Costières de Nîmes
526,Barrage Cellars,Paul Gregutt,Outcast,US,Yakima Valley
527,Berryessa Gap,Jim Gordon,California Series,US,Yolo County
528,Bonny Doon,Matt Kettmann,Le Cigare Volant,US,Central Coast
529,Carpineto,Kerin O’Keefe,Sant'Ercolano,Italy,Vino Nobile di Monte
530,Casajús,Michael Schachner,Antiguos Viñedos,Spain,Ribera del Duero
531,Castellroig,Michael Schachner,Reserva Brut Nature,Spain,Cava
532,Château d'Or et de Gueules,Joe Czerwinski,Les Cimels,France,Costières de Nîmes
533,Chateau Ste. Michelle,Sean P. Sullivan,Horse Heaven Vineyard,US,Horse Heaven Hills
534,Condado de Oriza,Michael Schachner,Reserva,Spain,Ribera del Duero
535,Daou,Matt Kettmann,Reserve,US,Paso Robles
536,Domaine de Gensac,Roger Voss,Quadrille,France,Gers
537,Domaine Rolet Père et Fils,Roger Voss,Brut,France,Crémant de Jura
538,Domaine Rotier,Roger Voss,Noces de Feu,France,Vin de Liqueur
539,Three Brothers,Anna Lee C. Iijima,Zero Degree Dry,US,Seneca Lake
540,Wilridge,Sean P. Sullivan,Dessert Wine Estate Wilridge Vineya,US,Naches Heights
541,Wilridge,Sean P. Sullivan,Vintage Estate Dessert Wine Wilridg,US,Naches Heights
542,Belden Barns,Virginie Boone,Estate Grown,US,Sonoma Mountain
543,In Re,Virginie Boone,You be the judge!,US,Napa Valley
544,Grifalco,Kerin O’Keefe,Frà,Italy,Basilicata
545,Madrigal,Virginie Boone,Las Viñas del Señor,US,Napa Valley
546,Millbrook,Anna Lee C. Iijima,Proprietor's Special Reserve,US,Hudson River Region
547,Spicy Vines,Jim Gordon,Sacrlet's Flirtation,US,Mendocino
548,Les Vignerons Réunis de Monségur,Roger Voss,La Tour du Gouverneur,France,Bordeaux
549,Cantine Grasso,Kerin O’Keefe,Caporosso,Italy,Sicilia
550,Ports of New York,Anna Lee C. Iijima,Meleau White Specialty Wine,US,New York
551,Whitman Cellars,Paul Gregutt,Narcissa Red,US,Columbia Valley (WA)
552,Fire Block,Joe Czerwinski,Old Vine,Australia,Clare Valley
553,Lost River,Paul Gregutt,Cedarosa,US,Columbia Valley (WA)
554,Trapiche,Michael Schachner,Broquel,Argentina,Mendoza
555,Rutini,Michael Schachner,Trumpeter,Argentina,Mendoza
556,Zolo,Michael Schachner,Reserve Estate Grown,Argentina,Valle de Uco
557,Bailly-Lapierre,Roger Voss,La Burgondie Rosé Brut,France,Crémant de Bourgogne
558,Bel Colle,Kerin O’Keefe,Montersino,Italy,Barbaresco
559,Beresford,Joe Czerwinski,Beacon Hill,Australia,South Australia
560,Boasso,Kerin O’Keefe,Margheria,Italy,Barolo
561,Broccardo,Kerin O’Keefe,I Tre Pais,Italy,Barolo
562,Christophe Cordier,Roger Voss,Vers Cras,France,Pouilly-Fuissé
563,Famille Laplace,Roger Voss,Aramis Rouge Tannat-Syrah,France,Vin de France
564,Altos Las Hormigas,Michael Schachner,Appellation Gualtallary,Argentina,Mendoza
565,Antucura,Michael Schachner,Calcura,Argentina,Vista Flores
566,Battaglio,Kerin O’Keefe,Serragrilli,Italy,Barbaresco
567,Ben Haines,Joe Czerwinski,B Minor,Australia,Goulburn Valley
568,Beresford,Joe Czerwinski,Beacon Hill,Australia,South Australia
569,Cambridge & Sunset,Jim Gordon,California Series,US,California
570,Cascina Chicco,Kerin O’Keefe,Rocche di Castelletto,Italy,Barolo
571,Coelho,Paul Gregutt,Apreciação Estate Vineyard,US,Willamette Valley
572,Poderi Colla,Kerin O’Keefe,Bussia Dardi Le Rose,Italy,Barolo
573,Roederer Estate,Jim Gordon,Estate Bottled Brut,US,Anderson Valley
574,St. Francis,Virginie Boone,Reserve,US,Alexander Valley
575,Tamber Bey,Virginie Boone,Vermejo Deux Chevaux Vineyard,US,Yountville
576,Tantara,Matt Kettmann,Dierberg,US,Santa Maria Valley
577,Aesthete,Virginie Boone,Dry Stack Vineyard,US,Bennett Valley
578,Barton,Matt Kettmann,Paradise City,US,Paso Robles Willow C
579,Bucci,Kerin O’Keefe,Villa Bucci Riserva,Italy,Verdicchio dei Caste
580,Central Coast Group Project,Matt Kettmann,Fauve Thompson Vineyard,US,Santa Barbara County
581,Fess Parker,Matt Kettmann,Pommard Clone,US,Sta. Rita Hills
582,Iron Horse,Virginie Boone,Rainbow Cuvée,US,Green Valley
583,Longboard,Virginie Boone,Rochioli Vineyard,US,Russian River Valley
584,Piro,Matt Kettmann,Points West,US,Santa Maria Valley
585,Point & Line,Matt Kettmann,Reserve,US,Sta. Rita Hills
586,Tantara,Matt Kettmann,La Encantada,US,Sta. Rita Hills
587,White Hart Wine,Jim Gordon,Vasthoudend,US,Monterey
588,Balletto,Virginie Boone,Sexton Hill Vineyard Estate Grown E,US,Russian River Valley
589,Bodega de Edgar,Matt Kettmann,Toro de Paso,US,Central Coast
590,Cambria,Matt Kettmann,West Point,US,Santa Maria Valley
591,Barrière Frères,Roger Voss,Jacques Sans Souci,France,Bordeaux
592,Sol Duc,Paul Gregutt,Goose Ridge Estate Vineyard Meritag,US,Columbia Valley (WA)
593,Horan Estates,Paul Gregutt,HVH Red Blend,US,Columbia Valley (WA)
594,Washington Hills,Paul Gregutt,Summit Reserve,US,Columbia Valley (WA)
595,Cameron Hughes,Michael Schachner,Lot 93,Spain,Rioja
596,Black Star Farms,Anna Lee C. Iijima,Arcturos,US,Michigan
597,Michael David,Virginie Boone,Earthquake,US,Lodi
598,Bodegas Fontana,Michael Schachner,Mesta,Spain,Uclés
599,Bodegas Peñafiel,Michael Schachner,Miros de Ribera Crianza,Spain,Ribera del Duero
600,Cave de Lugny,Roger Voss,L'Aurore,France,Mâcon-Villages
601,Griesbauerhof,Kerin O’Keefe,St. Magdalener Classico,Italy,Alto Adige
602,Cantina Produttori San Michele Appiano,Kerin O’Keefe,Sanct Valentin,Italy,Alto Adige
603,Clos Figueras,Michael Schachner,Serras del Priorat,Spain,Priorat
604,Domaines Landron,Roger Voss,La Louvetrie Sur Lie,France,Muscadet Sèvre et Ma
605,Cave du Vin Blanc de Morgex et de la Salle,Kerin O’Keefe,Tradizionale Blanc de Morgex et de ,Italy,Valle d'Aosta
606,Cedar Creek,Jim Gordon,Estate Grown,US,Fair Play
607,Colterenzio,Kerin O’Keefe,Cornell Villa Nigra,Italy,Alto Adige
608,Osborne,Michael Schachner,Cream,Spain,Jerez
609,Pinord,Michael Schachner,Chateldon Reserva,Spain,Penedès
610,Purple Hands,Paul Gregutt,Holstein Vineyard,US,Dundee Hills
611,Rosenblum,Virginie Boone,Monte Rosso Vineyard,US,Sonoma Valley
612,Still Waters,Matt Kettmann,Reflections of Still Waters,US,Paso Robles
613,Summers,Virginie Boone,Stuhlmuller Vineyards Reserve,US,Alexander Valley
614,Tenuta Peter Sölva & Söhne,Kerin O’Keefe,I Vigneti,Italy,Alto Adige
615,Tiefenbrunner,Kerin O’Keefe,Linticlarus Riserva,Italy,Alto Adige
616,Viszlay Vineyards,Virginie Boone,Estate,US,Russian River Valley
617,Viszlay Vineyards,Virginie Boone,Winemaker's Reserve Estate,US,Russian River Valley
618,Albet I Noya,Michael Schachner,Brut Natural Reserva,Spain,Penedès
619,Alta Alella,Michael Schachner,Privat Gran Reserva Brut Nature,Spain,Cava
620,Ampelos,Virginie Boone,Ampelos Vineyard,US,Sta. Rita Hills
621,Ascencion,Matt Kettmann,Mayhem,US,Paso Robles
622,Baigorri,Michael Schachner,Blanco Fermentado en Barrica,Spain,Rioja
623,Challen,Matt Kettmann,Scarlett,US,Sta. Rita Hills
624,Damiani,Anna Lee C. Iijima,Little Lotus Flower,US,Finger Lakes
625,Damiani,Anna Lee C. Iijima,Dry,US,Finger Lakes
626,Davis Family,Virginie Boone,Throne,US,Russian River Valley
627,Domaine Clos Gautier,Roger Voss,Oser,France,Côtes de Provence
628,Domaine Sainte-Marie,Roger Voss,Paparazzi,France,Côtes de Provence
629,Écluse,Matt Kettmann,Rendition,US,Paso Robles
630,Feudo Montoni,Kerin O’Keefe,della Timpa,Italy,Sicilia
631,Flying Trout,Paul Gregutt,Cutthroat Red,US,Columbia Valley (WA)
632,Horeau-Beylot,Roger Voss,Château Grand Martinet,France,Saint-Émilion
633,Bodegas Artazu,Michael Schachner,Santa Cruz de Artazu,Spain,Navarra
634,Burgo Viejo,Michael Schachner,Tinto,Spain,Rioja
635,Saint André de Figuière,Joe Czerwinski,Magali,France,Côtes de Provence
636,Mas de la Dame,Joe Czerwinski,Rosé du Mas,France,Les Baux de Provence
637,Substance,Paul Gregutt,Cs,US,Columbia Valley (WA)
638,Mas de la Dame,Joe Czerwinski,La Stèle Rouge,France,Les Baux de Provence
639,Apriori,Matt Kettmann,Hicks Family Vineyard,US,Santa Cruz Mountains
640,Bernat,Matt Kettmann,Rosé of,US,Santa Ynez Valley
641,Bodega Norton,Michael Schachner,Reserva,Argentina,Mendoza
642,Bouchaine,Virginie Boone,Bacchus Collection Estate Vineyard,US,Carneros
643,Brys,Alexander Peartree,Estate Grown,US,Old Mission Peninsul
644,Chateau Grand Traverse,Alexander Peartree,Reserve,US,Old Mission Peninsul
645,Colterenzio,Kerin O’Keefe,Puiten,Italy,Alto Adige
646,Manincor,Kerin O’Keefe,Tannenberg,Italy,Alto Adige Terlano
647,Martin Ray,Virginie Boone,The Tower,US,Dry Creek Valley
648,Matchbook,Jim Gordon,Old Head,US,Dunnigan Hills
649,Domaine Weinbach,Roger Voss,Cuvée Théo,France,Alsace
650,Domaines Schlumberger,Roger Voss,Spiegel Grand Cru,France,Alsace
651,Dunham,Paul Gregutt,XVI,US,Columbia Valley (WA)
652,Tamarack Cellars,Paul Gregutt,Ciel du Cheval Vineyard Reserve,US,Red Mountain
653,Trimbach,Roger Voss,Vendanges Tardives,France,Alsace
654,Rieflé,Roger Voss,Steinert Grand Cru,France,Alsace
655,Rieflé,Roger Voss,Zinnkoepflé Grand Cru Vendanges Tar,France,Alsace
656,Buty,Sean P. Sullivan,Columbia Rediviva Phinny Hill Viney,US,Horse Heaven Hills
657,Charles Smith,Paul Gregutt,Stoneridge Vineyard,US,Columbia Valley (WA)
658,Château Paradis,Roger Voss,Terre des Anges,France,Coteaux d'Aix-en-Pro
659,Walla Walla Vintners,Paul Gregutt,Bello Rosso,US,Columbia Valley (WA)
660,Walla Walla Vintners,Paul Gregutt,Sagemoor Vineyard,US,Columbia Valley (WA)
661,Efeste,Paul Gregutt,Upright Klipsun Vineyard,US,Red Mountain
662,Epoch Estate Wines,Matt Kettmann,Authenticity,US,Paso Robles
663,Z. Alexander Brown,Virginie Boone,Limited Release,US,Napa Valley
664,Alain Brumont,Roger Voss,Château Bouscassé,France,Madiran
665,Alex Gambal,Roger Voss,La Maltroie Premier Cru,France,Chassagne-Montrachet
666,Carlisle,Virginie Boone,The Derivative,US,Sonoma County
667,Château La Nerthe,Joe Czerwinski,Cuvée des Cadettes,France,Châteauneuf-du-Pape
668,David Duband,Roger Voss,Aux Thorey Premier Cru,France,Nuits-St.-Georges
669,David Duband,Roger Voss,Les Sentiers Premier Cru,France,Chambolle-Musigny
670,Le Ragnaie,Kerin O’Keefe,Fornace,Italy,Brunello di Montalci
671,Louis Jadot,Roger Voss,Clos des Ursules Premier Cru,France,Beaune
