vineyard_id,name,appelation,country,region
469,Yalumba,Patchwork,Australia,Barossa
470,Benton-Lane,First Class,US,Willamette Valley
471,Château Puy-Servain,Vieilles Vignes,France,Montravel
472,Château Puy-Servain,Marjolaine,France,Montravel
473,Fournier Père et Fils,Les Caillottes,France,Pouilly-Fumé
474,The Four Graces,Black Family Estate,US,Dundee Hills
475,Antichi Vinai 1877,Pietralava,Italy,Etna
476,Baglio di Pianetto,Cembali,Italy,Sicilia
477,Brecon Estate,Forty Two,US,Paso Robles
478,Callaway,Profonde Winemaker's Reserve,US,Temecula Valley
479,Casa di Grazia,Gradiva Collectio,Italy,Sicilia
480,Casa di Grazia,Zahara,Italy,Sicilia
481,Ruhlmann,Vieilles Vignes,France,Alsace
482,Spring Mountain Vineyard,Elivette,US,Napa Valley
483,Terrazas de Los Andes,Reserva,Argentina,Mendoza
484,Cusumano,Cubia Tenuta Ficuzza,Italy,Sicilia
485,Domaine Barmès-Buecher,Pfleck,France,Alsace
486,Dragonette,Vogelzang,US,Happy Canyon of Sant
487,Folin Cellars,Estate,US,Rogue Valley
488,Grgich Hills,Miljenko's Selection,US,Carneros
489,Linaje Garsea,Crianza,Spain,Ribera del Duero
490,Vieil Armand,Clos de la Tourelle Château Ollwill,France,Alsace
491,Viticultori Associati Canicatti,Aquilae,Italy,Terre Siciliane
492,Vivera,Salisire Bianco,Italy,Etna
493,WildAire,Spofford Station,US,Walla Walla Valley (
494,Sur de los Andes,Clásico,Argentina,Mendoza
495,Rentas de Fincas,Crianza,Spain,Rioja
496,Marqués de Vizhoja,Señor da Folla Verde,Spain,Rías Baixas
497,Finca La Emperatriz,Reserva,Spain,Rioja
498,Clos Teddi,Rosé,France,Patrimonio
499,Scott Harvey,Old Vine Reserve,US,Amador County
500,Trisaetum,Family Reserve MMXIV,US,Willamette Valley
501,Bergström,Bergström Vineyard,US,Dundee Hills
502,Bergström,Shea Vineyard,US,Willamette Valley
503,Mauro Veglio,Castelletto,Italy,Barolo
504,Schild Estate,Moorooroo,Australia,Barossa Valley
505,Shafer,Red Shoulder Ranch,US,Carneros
506,Alphonse Mellot,En Grands Champs,France,Sancerre
507,Ascheri,Ascheri,Italy,Barolo
508,Bergström,Old Stones,US,Willamette Valley
509,Big Table Farm,Elusive Queen,US,Willamette Valley
510,Trisaetum,Ribbon Ridge Estate,US,Ribbon Ridge
511,Trisaetum,Wichmann Dundee Estate,US,Dundee Hills
512,Horsepower,The Tribe Vineyard,US,Walla Walla Valley (
513,Château de Parnay,La Coulée du Méridien,France,Saumur-Champigny
514,Tres Sabores,Perspective Estate,US,Rutherford
515,Trisaetum,Coast Range Dry,US,Willamette Valley
516,Williams Selyem,Terra De Promissio Vineyard,US,Sonoma Coast
517,Cayuse,Cailloux Vineyard,US,Walla Walla Valley (
518,Cobb,Emmaline Ann Vineyard,US,Sonoma Coast
519,Dion,Old Vines,US,Chehalem Mountains
520,Domaine Bernard Fleuriet et Fils,Anthocyane,France,Sancerre
521,Drouhin Oregon Roserock,Zéphirine,US,Eola-Amity Hills
522,Stevens,StevensSweets Late Harvest,US,Yakima Valley
523,Sextant,Caverio,US,Paso Robles
524,Landmark,Charles Heintz Vineyard,US,Sonoma Coast
525,Michel Gassier,Les Piliers,France,Costières de Nîmes
526,Barrage Cellars,Outcast,US,Yakima Valley
527,Berryessa Gap,California Series,US,Yolo County
528,Bonny Doon,Le Cigare Volant,US,Central Coast
529,Carpineto,Sant'Ercolano,Italy,Vino Nobile di Monte
530,Casajús,Antiguos Viñedos,Spain,Ribera del Duero
531,Castellroig,Reserva Brut Nature,Spain,Cava
532,Château d'Or et de Gueules,Les Cimels,France,Costières de Nîmes
533,Chateau Ste. Michelle,Horse Heaven Vineyard,US,Horse Heaven Hills
534,Condado de Oriza,Reserva,Spain,Ribera del Duero
535,Daou,Reserve,US,Paso Robles
536,Domaine de Gensac,Quadrille,France,Gers
537,Domaine Rolet Père et Fils,Brut,France,Crémant de Jura
538,Domaine Rotier,Noces de Feu,France,Vin de Liqueur
539,Three Brothers,Zero Degree Dry,US,Seneca Lake
540,Wilridge,Dessert Wine Estate Wilridge Vineya,US,Naches Heights
541,Wilridge,Vintage Estate Dessert Wine Wilridg,US,Naches Heights
542,Belden Barns,Estate Grown,US,Sonoma Mountain
543,In Re,You be the judge!,US,Napa Valley
544,Grifalco,Frà,Italy,Basilicata
545,Madrigal,Las Viñas del Señor,US,Napa Valley
546,Millbrook,Proprietor's Special Reserve,US,Hudson River Region
547,Spicy Vines,Sacrlet's Flirtation,US,Mendocino
548,Les Vignerons Réunis de Monségur,La Tour du Gouverneur,France,Bordeaux
549,Cantine Grasso,Caporosso,Italy,Sicilia
550,Ports of New York,Meleau White Specialty Wine,US,New York
551,Whitman Cellars,Narcissa Red,US,Columbia Valley (WA)
552,Fire Block,Old Vine,Australia,Clare Valley
553,Lost River,Cedarosa,US,Columbia Valley (WA)
554,Trapiche,Broquel,Argentina,Mendoza
555,Rutini,Trumpeter,Argentina,Mendoza
556,Zolo,Reserve Estate Grown,Argentina,Valle de Uco
557,Bailly-Lapierre,La Burgondie Rosé Brut,France,Crémant de Bourgogne
558,Bel Colle,Montersino,Italy,Barbaresco
559,Beresford,Beacon Hill,Australia,South Australia
560,Boasso,Margheria,Italy,Barolo
561,Broccardo,I Tre Pais,Italy,Barolo
562,Christophe Cordier,Vers Cras,France,Pouilly-Fuissé
563,Famille Laplace,Aramis Rouge Tannat-Syrah,France,Vin de France
564,Altos Las Hormigas,Appellation Gualtallary,Argentina,Mendoza
565,Antucura,Calcura,Argentina,Vista Flores
566,Battaglio,Serragrilli,Italy,Barbaresco
567,Ben Haines,B Minor,Australia,Goulburn Valley
568,Beresford,Beacon Hill,Australia,South Australia
569,Cambridge & Sunset,California Series,US,California
570,Cascina Chicco,Rocche di Castelletto,Italy,Barolo
571,Coelho,Apreciação Estate Vineyard,US,Willamette Valley
572,Poderi Colla,Bussia Dardi Le Rose,Italy,Barolo
573,Roederer Estate,Estate Bottled Brut,US,Anderson Valley
574,St. Francis,Reserve,US,Alexander Valley
575,Tamber Bey,Vermejo Deux Chevaux Vineyard,US,Yountville
576,Tantara,Dierberg,US,Santa Maria Valley
577,Aesthete,Dry Stack Vineyard,US,Bennett Valley
578,Barton,Paradise City,US,Paso Robles Willow C
579,Bucci,Villa Bucci Riserva,Italy,Verdicchio dei Caste
580,Central Coast Group Project,Fauve Thompson Vineyard,US,Santa Barbara County
581,Fess Parker,Pommard Clone,US,Sta. Rita Hills
582,Iron Horse,Rainbow Cuvée,US,Green Valley
583,Longboard,Rochioli Vineyard,US,Russian River Valley
584,Piro,Points West,US,Santa Maria Valley
585,Point & Line,Reserve,US,Sta. Rita Hills
586,Tantara,La Encantada,US,Sta. Rita Hills
587,White Hart Wine,Vasthoudend,US,Monterey
588,Balletto,Sexton Hill Vineyard Estate Grown E,US,Russian River Valley
589,Bodega de Edgar,Toro de Paso,US,Central Coast
590,Cambria,West Point,US,Santa Maria Valley
591,Barrière Frères,Jacques Sans Souci,France,Bordeaux
592,Sol Duc,Goose Ridge Estate Vineyard Meritag,US,Columbia Valley (WA)
593,Horan Estates,HVH Red Blend,US,Columbia Valley (WA)
594,Washington Hills,Summit Reserve,US,Columbia Valley (WA)
595,Cameron Hughes,Lot 93,Spain,Rioja
596,Black Star Farms,Arcturos,US,Michigan
597,Michael David,Earthquake,US,Lodi
598,Bodegas Fontana,Mesta,Spain,Uclés
599,Bodegas Peñafiel,Miros de Ribera Crianza,Spain,Ribera del Duero
600,Cave de Lugny,L'Aurore,France,Mâcon-Villages
601,Griesbauerhof,St. Magdalener Classico,Italy,Alto Adige
602,Cantina Produttori San Michele Appiano,Sanct Valentin,Italy,Alto Adige
603,Clos Figueras,Serras del Priorat,Spain,Priorat
604,Domaines Landron,La Louvetrie Sur Lie,France,Muscadet Sèvre et Ma
605,Cave du Vin Blanc de Morgex et de la Salle,"Tradizionale Blanc de Morgex et de ",Italy,Valle d'Aosta
606,Cedar Creek,Estate Grown,US,Fair Play
607,Colterenzio,Cornell Villa Nigra,Italy,Alto Adige
608,Osborne,Cream,Spain,Jerez
609,Pinord,Chateldon Reserva,Spain,Penedès
610,Purple Hands,Holstein Vineyard,US,Dundee Hills
611,Rosenblum,Monte Rosso Vineyard,US,Sonoma Valley
612,Still Waters,Reflections of Still Waters,US,Paso Robles
613,Summers,Stuhlmuller Vineyards Reserve,US,Alexander Valley
614,Tenuta Peter Sölva & Söhne,I Vigneti,Italy,Alto Adige
615,Tiefenbrunner,Linticlarus Riserva,Italy,Alto Adige
616,Viszlay Vineyards,Estate,US,Russian River Valley
617,Viszlay Vineyards,Winemaker's Reserve Estate,US,Russian River Valley
618,Albet I Noya,Brut Natural Reserva,Spain,Penedès
619,Alta Alella,Privat Gran Reserva Brut Nature,Spain,Cava
620,Ampelos,Ampelos Vineyard,US,Sta. Rita Hills
621,Ascencion,Mayhem,US,Paso Robles
622,Baigorri,Blanco Fermentado en Barrica,Spain,Rioja
623,Challen,Scarlett,US,Sta. Rita Hills
624,Damiani,Little Lotus Flower,US,Finger Lakes
625,Damiani,Dry,US,Finger Lakes
626,Davis Family,Throne,US,Russian River Valley
627,Domaine Clos Gautier,Oser,France,Côtes de Provence
628,Domaine Sainte-Marie,Paparazzi,France,Côtes de Provence
629,Écluse,Rendition,US,Paso Robles
630,Feudo Montoni,della Timpa,Italy,Sicilia
631,Flying Trout,Cutthroat Red,US,Columbia Valley (WA)
632,Horeau-Beylot,Château Grand Martinet,France,Saint-Émilion
633,Bodegas Artazu,Santa Cruz de Artazu,Spain,Navarra
634,Burgo Viejo,Tinto,Spain,Rioja
635,Saint André de Figuière,Magali,France,Côtes de Provence
636,Mas de la Dame,Rosé du Mas,France,Les Baux de Provence
637,Substance,Cs,US,Columbia Valley (WA)
638,Mas de la Dame,La Stèle Rouge,France,Les Baux de Provence
639,Apriori,Hicks Family Vineyard,US,Santa Cruz Mountains
640,Bernat,Rosé of,US,Santa Ynez Valley
641,Bodega Norton,Reserva,Argentina,Mendoza
642,Bouchaine,Bacchus Collection Estate Vineyard,US,Carneros
643,Brys,Estate Grown,US,Old Mission Peninsul
644,Chateau Grand Traverse,Reserve,US,Old Mission Peninsul
645,Colterenzio,Puiten,Italy,Alto Adige
646,Manincor,Tannenberg,Italy,Alto Adige Terlano
647,Martin Ray,The Tower,US,Dry Creek Valley
648,Matchbook,Old Head,US,Dunnigan Hills
649,Domaine Weinbach,Cuvée Théo,France,Alsace
650,Domaines Schlumberger,Spiegel Grand Cru,France,Alsace
651,Dunham,XVI,US,Columbia Valley (WA)
652,Tamarack Cellars,Ciel du Cheval Vineyard Reserve,US,Red Mountain
653,Trimbach,Vendanges Tardives,France,Alsace
654,Rieflé,Steinert Grand Cru,France,Alsace
655,Rieflé,Zinnkoepflé Grand Cru Vendanges Tar,France,Alsace
656,Buty,Columbia Rediviva Phinny Hill Viney,US,Horse Heaven Hills
657,Charles Smith,Stoneridge Vineyard,US,Columbia Valley (WA)
658,Château Paradis,Terre des Anges,France,Coteaux d'Aix-en-Pro
659,Walla Walla Vintners,Bello Rosso,US,Columbia Valley (WA)
660,Walla Walla Vintners,Sagemoor Vineyard,US,Columbia Valley (WA)
661,Efeste,Upright Klipsun Vineyard,US,Red Mountain
662,Epoch Estate Wines,Authenticity,US,Paso Robles
663,Z. Alexander Brown,Limited Release,US,Napa Valley
664,Alain Brumont,Château Bouscassé,France,Madiran
665,Alex Gambal,La Maltroie Premier Cru,France,Chassagne-Montrachet
666,Carlisle,The Derivative,US,Sonoma County
667,Château La Nerthe,Cuvée des Cadettes,France,Châteauneuf-du-Pape
668,David Duband,Aux Thorey Premier Cru,France,Nuits-St.-Georges
669,David Duband,Les Sentiers Premier Cru,France,Chambolle-Musigny
670,Le Ragnaie,Fornace,Italy,Brunello di Montalci
671,Louis Jadot,Clos des Ursules Premier Cru,France,Beaune
672,Masi,Campolongo di Torbe,Italy,Amarone della Valpol
673,Epoch Estate Wines,Ingenuity,US,Paso Robles
674,Freemark Abbey,Cabernet Bosché,US,Rutherford
675,Georges Vigouroux,"Château de Haute-Serre Cuvée Géron ",France,Cahors
676,Grimm's Bluff,Cliff Hanger,US,Happy Canyon of Sant
677,Foradori,Morei,Italy,Vigneti delle Dolomi
678,Joseph Phelps,Estate Grown,US,St. Helena
679,Louis Jadot,Les Boudots Premier Cru,France,Nuits-St.-Georges
680,Pine Ridge,Fortis,US,Napa Valley
681,Sandler,Bien Nacido Vineyard,US,Santa Maria Valley
682,Stone The Crows,Three Twins Vineyard,US,St. Helena
683,Tolosa,Hollister Edna Ranch,US,Edna Valley
684,Villa Poggio Salvi,Riserva,Italy,Brunello di Montalci
685,Volker Eisele Family Estate,Sievers Reserve,US,Napa Valley
686,Wolf Blass,Yellow Label,Australia,South Australia
687,Finca Sophenia,Altosur,Argentina,Tupungato
688,Fournier Père et Fils,Fournier,France,Menetou-Salon
689,Michel Torino,Coleccion,Argentina,Calchaquí Valley
690,Santa Julia,Organica,Argentina,Mendoza
691,Bergström,Temperance Hill,US,Eola-Amity Hills
692,Château d'Aydie,Madiran Laplace,France,Madiran
693,Château de Gaudou,Réserve Caillou,France,Cahors
694,Château des Jacques,Clos de Rochegrès,France,Moulin-à-Vent
695,Pascal Aufranc,Vignes de 1939,France,Chénas
696,Carabella,Inchinnan,US,Chehalem Mountains
697,Château de Gaudou,Renaissance,France,Cahors
698,Domaine Bru-Baché,La Quintessence,France,Jurançon
699,Rex Hill,Reserve,US,Willamette Valley
700,Steven Kent,The Premier,US,Livermore Valley
701,Hauner,Hierà,Italy,Terre Siciliane
702,Jean León,3055,Spain,Penedès
703,Bodegas Luzón,Luzón,Spain,Jumilla
704,Volver,Single Vineyard,Spain,La Mancha
705,Château de Chaintres,Clos des Oratoriens,France,Saumur
706,Orion Wines,The Wanted Zin Blush,Italy,Puglia
707,Raventós de Alella,Tina 20,Spain,Alella
708,Villa Cordevigo,Heaven Scent,Italy,Bardolino Chiaretto
709,Botromagno,Rosé di Lulu,Italy,Murgia
710,Pirouette,Red Wine,US,Columbia Valley (WA)
711,Doyenne,Grand Ciel Vineyard,US,Red Mountain
712,Billsboro,Sawmill Creek Vineyards,US,Finger Lakes
713,C'est Bon,Reserve Selection,US,Oakville
714,Ceuso,Scurati,Italy,Terre Siciliane
715,Château Balac,Cru Bourgeois,France,Haut-Médoc
716,Château Frank,Célèbre Crémant,US,Finger Lakes
717,Château Larrivet Haut-Brion,Les Hauts de Larrivet Haut-Brion,France,Pessac-Léognan
718,Château Potensac,Chapelle de Potensac,France,Médoc
719,Chateau Ste. Michelle,Indian Wells,US,Columbia Valley (WA)
720,Dark Horse,The Original,US,California
721,Domaine Anderson,Walraven Vineyard,US,Anderson Valley
722,Dowsett Family,Aunt Diane's Vineyard,US,Columbia Gorge (WA)
723,Feudo Antico,Memorie,Italy,Sicilia
724,Paumanok,Semi Dry,US,North Fork of Long I
725,Caruso & Minini,Cutaja Riserva,Italy,Delia Nivolelli
726,Castillo De Feliciana,Estate Vineyard,US,Walla Walla Valley (
727,Gabriel Meffre,La Châsse Sauvignon-Colombard,France,Vin de France
728,Gabriel Meffre,La Châsse,France,Vin de France
729,Zolo,Sustainably Farmed Estate Grown and,Argentina,Mendoza
730,Alta Vista,Malbec,Argentina,Mendoza
731,Aymara,Estate,Argentina,Maipú
732,Saget la Perrière,La Petite Perrière,France,Vin de France
733,The Williamsburg Winery,A Midsummer Night's White,US,Virginia
734,Valentin Bianchi,Sensual,Argentina,Mendoza
735,Jean-Max Roger,Le Charnay,France,Menetou-Salon
736,Vinadeis,Le Val,France,Vin de France
737,Zolo,Sustainably Farmed Estate Grown and,Argentina,Mendoza
738,Grayson,Lot 11,US,California
739,Portal del Montsant,Bruberry,Spain,Montsant
740,Benvenuto de la Serna,Mil Piedras,Argentina,Vista Flores
741,Trapiche,Oak Cask,Argentina,Mendoza
742,Xanadu,Exmoor,Australia,Margaret River
743,Aniello,006 Riverside Estate,Argentina,Patagonia
744,Oak Knoll,Cloud Rest Vineyard,US,Willamette Valley
745,Cliff Creek,Sams Valley Vineyard,US,Southern Oregon
746,Amalaya,Esperanza Por Un Milagro,Argentina,Salta
747,Cantina Valle Tritana,Capostrano,Italy,Montepulciano d'Abru
748,Cliff Creek,Sams Valley Vineyard,US,Southern Oregon
749,Quady North,Flagship,US,Applegate Valley
750,Tardieu-Laurent,Vieilles Vignes,France,Châteauneuf-du-Pape
751,Finca Vides,Torcidas,Argentina,Mendoza
752,Bodegas Cerrosol,Doña Beatriz,Spain,Rueda
753,Tyrrell's,Lost Block,Australia,South Eastern Austra
754,Torres,Viña Esmeralda,Spain,Catalunya
755,Marqués de Cáceres,Blanco Fermentado en Barrica,Spain,Rioja
756,Bodegas Campante,Versatus,Spain,Ribeiro
757,Brick Road,Nine Gums Vineyard,Australia,McLaren Vale
758,Chaddsford,Barrel Select,US,Pennsylvania
759,Bodegas Riojanas,Monte Real Gran Reserva,Spain,Rioja
760,Presqu'ile,Steiner Creek Vineyard,US,San Luis Obispo Coun
761,Sante Arcangeli,Split Rail Vineyard,US,Santa Cruz Mountains
762,Sixto,Uncovered,US,Washington
763,Syncline,Subduction,US,Columbia Valley (WA)
764,Two Vintners,Some Days Are Stones Stoney Vine Vi,US,Walla Walla Valley (
765,Tenuta San Giorgio,Ugolforte,Italy,Brunello di Montalci
766,Le P'tit Paysan,Jack's Hill,US,Monterey County
767,Lisini,Riserva,Italy,Brunello di Montalci
768,Ornellaia,Le Serre Nuove,Italy,Bolgheri
769,Analemma,Atavus Vineyard Blanc de Noir,US,Columbia Gorge (WA)
770,Bella,Block 10,US,Alexander Valley
771,Centolani,Poggiotondo,Italy,Brunello di Montalci
772,Darcie Kent Vineyards,De Mayo Block,US,Livermore Valley
773,Univitis,Château Les Vergnes,France,Bordeaux
774,Volver,Tarima,Spain,Alicante
775,Washington Hills,Late Harvest,US,Washington
776,Finca La Pica,Crianza,Spain,Rioja
777,Conde de Subirats,Brut Rose,Spain,Cava
778,Crayelle Cellars,Bishop's Block,US,Ancient Lakes
779,Domaine Beausejour,Les Grenettes,France,Touraine
780,Producta Vignobles,Mission St. Vincent,France,Bordeaux
781,Silver Thread,Randolph O'Neill Vineyard,US,Cayuga Lake
782,Biutiful,Brut Rose,Spain,Cava
783,Cave B,Dry,US,Ancient Lakes
784,Domaine de la Sanglière,Juliette,France,Mediterranée
785,Ehret,Bellarina,US,Knights Valley
786,Château Donjon de Bruignac,Premium,France,Bordeaux Supérieur
787,Helix by Reininger,Stone Tree SoRhô,US,Columbia Valley (WA)
788,Cellers Unió,Roureda Llicorella Gran Selecció Vi,Spain,Priorat
789,Bolsignano,Grazia,Italy,Brunello di Montalci
790,Uccelliera,Riserva,Italy,Brunello di Montalci
791,Villadoria,Riserva,Italy,Barolo
792,Château Cos d'Estournel,Les Pagodes de Cos,France,Saint-Estèphe
793,Château de Roquebrune,Cuvée Reine,France,Lalande de Pomerol
794,Jean-Marc Burgaud,Les Vignes de Thulon,France,Beaujolais-Villages
795,Juvé y Camps,Essential,Spain,Cava
796,Lanson,White Label Sec,France,Champagne
797,Mamarracho,The Issue of Inexpensive Wines is W,Spain,Valencia
798,Red Rock,Reserve,US,California
799,Castillo de Liria,Winemaker's Selection,Spain,Valencia
800,San Felipe,Oak Cask Estate Bottled,Argentina,Mendoza
801,Tarantas,Brut,Spain,Cava
802,Domaine du Vissoux,Les Griottes,France,Beaujolais Rosé
803,Domaine Pral,Les Pays de Pierres Dorées,France,Beaujolais
804,François Lurton,Piedra Negra Pinot Gris Alta Colecc,Argentina,Uco Valley
805,Georges Duboeuf,Domaine du Paradis,France,Saint-Amour
806,Loron et Fils,Beau!,France,Beaujolais
807,Adegas Moure,Tradición Joven,Spain,Ribeira Sacra
808,Bocopa,Alcanta Crianza,Spain,Alicante
809,Cardwell Hill,Blanc de Noir,US,Willamette Valley
810,Alias,Secret Agent,US,California
811,Bodegas Paniza,Agostón,Spain,Cariñena
812,Viña Arnáiz,Crianza,Spain,Ribera del Duero
813,Good Harbor,Dry,US,Leelanau Peninsula
814,Medlock Ames,Bell Mountain Vineyard,US,Alexander Valley
815,Peirano,The Other,US,Lodi
816,Eresma,Fermentado en Barrica,Spain,Rueda
817,Maximo,Edicion Limitada,Spain,Vino de la Tierra de
818,Witching Stick,Fashauer Vineyard,US,Anderson Valley
819,Heritage,Estate Reserve Barrel Fermented,US,Outer Coastal Plain
820,Alto Cinco,Paniza,Spain,Cariñena
821,Hendry,Hendry Vineyard,US,Napa Valley
822,Merrill Cellars,Cotes du Rogue,US,Oregon
823,Feudi del Pisciotto,Giambattista Valli,Italy,Cerasuolo di Vittori
824,Prospect 772,The Brawler,US,Calaveras County
825,Quilceda Creek,Palengat Red Wine,US,Horse Heaven Hills
826,Doyenne,Métier,US,Yakima Valley
827,Gérard Bertrand,L'Hospitalitas - La Clape,France,Coteaux du Languedoc
828,Chester Kidder,Red Wine,US,Columbia Valley (WA)
829,Henry's Drive Vignerons,Reserve,Australia,Padthaway
830,Angel Vine,The Hellion,US,Columbia Valley (WA)
831,La Chablisienne,Les Vénérables,France,Chablis
832,Lake Breeze,Follett Family Vineyards,Australia,Langhorne Creek
833,Longview,Devils Elbow Single Vineyard,Australia,Adelaide Hills
834,Craneford,Allyson Parsons,Australia,Barossa Valley
835,Ponzi,Reserve,US,Willamette Valley
836,Torres,Reserva Real,Spain,Penedès
837,Carlos Basso,Dos Fincas,Argentina,Uco Valley
838,La Chablisienne,Côte de Léchet Premier Cru,France,Chablis
839,Piattelli,Premium,Argentina,Luján de Cuyo
840,Ànima Negra,Àn,Spain,Vi de la Terra Illes
841,AntoLin Cellars,Estate,US,Yakima Valley
842,Cor Cellars,E Cor Si Move Tempranillo 24K Viney,US,Wahluke Slope
843,Virna Borgogno,Cannubi Boschis,Italy,Barolo
844,Pico Maccario,Tre Rovere,Italy,Barbera d'Asti Super
845,Robert Oatley,Finisterre,Australia,Margaret River
846,Stroppiana,Vigna San Giacomo,Italy,Barolo
847,Mitolo,Reiver,Australia,Barossa Valley
848,Waterbrook,Reserve,US,Columbia Valley (WA)
849,Clos Troteligotte,K-nom,France,Cahors
850,Dumas Station,Cow Catcher,US,Walla Walla Valley (
851,SuLei,Les Collines Vineyard,US,Walla Walla Valley (
852,Robert Perroud,L'Enfer des Balloquets,France,Brouilly
853,Vignerons de Bel Air,Domaine de la Source,France,Chiroubles
854,Youngberg Hill Vineyards,Natasha,US,Willamette Valley
855,Château Tour des Gendres,Cuvée des Contis,France,Bergerac Sec
856,Erath,Prince Hill Pommard,US,Dundee Hills
857,Georges Vigouroux,Château de Mercuès Le Vassal de Mer,France,Cahors
858,Signé Vigneron,Domaine de l'Oseraie,France,Morgon
859,Felix Solis,Flirty Bird,Spain,Vino de la Tierra de
